"ITTER107","Territorio","TIPO_DATO15","Tipo dato","ETA1","Età della madre","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y39","39 anni","2015","2015",39.89,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y39","39 anni","2016","2016",40.23,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y39","39 anni","2017","2017",41.14,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y39","39 anni","2018","2018",40.6,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y39","39 anni","2019","2019",40.01,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y39","39 anni","2020","2020",39.82,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y39","39 anni","2021","2021",42.23,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y40","40 anni","2000","2000",16.27,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y40","40 anni","2001","2001",16.55,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y40","40 anni","2002","2002",17.82,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y40","40 anni","2003","2003",18.96,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y40","40 anni","2004","2004",20.41,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y40","40 anni","2005","2005",21.44,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y40","40 anni","2006","2006",22.71,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y40","40 anni","2007","2007",24.21,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y40","40 anni","2008","2008",25.52,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y40","40 anni","2009","2009",26.78,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y40","40 anni","2010","2010",27.39,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y40","40 anni","2011","2011",28.44,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y40","40 anni","2012","2012",29.34,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y40","40 anni","2013","2013",29.48,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y40","40 anni","2014","2014",29.69,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y40","40 anni","2015","2015",30.43,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y40","40 anni","2016","2016",30.91,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y40","40 anni","2017","2017",31.57,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y40","40 anni","2018","2018",31.01,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y40","40 anni","2019","2019",30.49,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y40","40 anni","2020","2020",30.57,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y40","40 anni","2021","2021",31.89,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y41","41 anni","2000","2000",10.27,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y41","41 anni","2001","2001",11.25,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y41","41 anni","2002","2002",11.32,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y41","41 anni","2003","2003",12.35,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y41","41 anni","2004","2004",13.11,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y41","41 anni","2005","2005",14.08,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y41","41 anni","2006","2006",14.91,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y41","41 anni","2007","2007",15.99,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y41","41 anni","2008","2008",17.27,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y41","41 anni","2009","2009",17.99,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y41","41 anni","2010","2010",18.97,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y41","41 anni","2011","2011",19.53,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y41","41 anni","2012","2012",19.95,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y41","41 anni","2013","2013",20.52,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y41","41 anni","2014","2014",20.6,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y41","41 anni","2015","2015",21.06,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y41","41 anni","2016","2016",21.28,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y41","41 anni","2017","2017",21.65,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y41","41 anni","2018","2018",22.26,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y41","41 anni","2019","2019",21.63,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y41","41 anni","2020","2020",21.22,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y41","41 anni","2021","2021",22.21,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y42","42 anni","2000","2000",6.27,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y42","42 anni","2001","2001",6.64,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y42","42 anni","2002","2002",6.82,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y42","42 anni","2003","2003",7.4,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y42","42 anni","2004","2004",8.03,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y42","42 anni","2005","2005",8.4,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y42","42 anni","2006","2006",9.03,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y42","42 anni","2007","2007",9.76,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y42","42 anni","2008","2008",10.57,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y42","42 anni","2009","2009",11.39,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y42","42 anni","2010","2010",11.63,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y42","42 anni","2011","2011",12.21,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y42","42 anni","2012","2012",12.47,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y42","42 anni","2013","2013",13.27,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y42","42 anni","2014","2014",13.33,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y42","42 anni","2015","2015",13.79,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y42","42 anni","2016","2016",14.27,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y42","42 anni","2017","2017",14.27,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y42","42 anni","2018","2018",14.43,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y42","42 anni","2019","2019",14.32,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y42","42 anni","2020","2020",14.2,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y42","42 anni","2021","2021",14.27,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y43","43 anni","2000","2000",3.6,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y43","43 anni","2001","2001",3.74,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y43","43 anni","2002","2002",3.84,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y43","43 anni","2003","2003",4.18,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y43","43 anni","2004","2004",4.36,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y43","43 anni","2005","2005",4.81,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y43","43 anni","2006","2006",5.22,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y43","43 anni","2007","2007",5.56,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y43","43 anni","2008","2008",5.72,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y43","43 anni","2009","2009",6.31,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y43","43 anni","2010","2010",6.64,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y43","43 anni","2011","2011",7.13,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y43","43 anni","2012","2012",7.5,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y43","43 anni","2013","2013",7.82,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y43","43 anni","2014","2014",7.88,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y43","43 anni","2015","2015",8.22,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y43","43 anni","2016","2016",8.82,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y43","43 anni","2017","2017",8.94,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y43","43 anni","2018","2018",8.89,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y43","43 anni","2019","2019",8.59,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y43","43 anni","2020","2020",8.76,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y43","43 anni","2021","2021",8.64,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y44","44 anni","2000","2000",1.93,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y44","44 anni","2001","2001",1.93,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y44","44 anni","2002","2002",1.94,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y44","44 anni","2003","2003",2.15,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y44","44 anni","2004","2004",2.2,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y44","44 anni","2005","2005",2.4,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y44","44 anni","2006","2006",2.65,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y44","44 anni","2007","2007",2.86,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y44","44 anni","2008","2008",3.15,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y44","44 anni","2009","2009",3.43,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y44","44 anni","2010","2010",3.77,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y44","44 anni","2011","2011",3.85,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y44","44 anni","2012","2012",4.22,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y44","44 anni","2013","2013",4.28,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y44","44 anni","2014","2014",4.71,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y44","44 anni","2015","2015",4.68,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y44","44 anni","2016","2016",4.77,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y44","44 anni","2017","2017",5.17,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y44","44 anni","2018","2018",5.46,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y44","44 anni","2019","2019",5.36,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y44","44 anni","2020","2020",5.1,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y44","44 anni","2021","2021",5.2,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y45","45 anni","2000","2000",0.83,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y45","45 anni","2001","2001",1.03,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y45","45 anni","2002","2002",1.01,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y45","45 anni","2003","2003",1.02,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y45","45 anni","2004","2004",1.06,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y45","45 anni","2005","2005",1.11,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y45","45 anni","2006","2006",1.26,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y45","45 anni","2007","2007",1.39,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y45","45 anni","2008","2008",1.63,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y45","45 anni","2009","2009",1.76,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y45","45 anni","2010","2010",1.93,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y45","45 anni","2011","2011",2.24,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y45","45 anni","2012","2012",2.33,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y45","45 anni","2013","2013",2.34,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y45","45 anni","2014","2014",2.58,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y45","45 anni","2015","2015",2.66,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y45","45 anni","2016","2016",2.94,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y45","45 anni","2017","2017",3.26,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y45","45 anni","2018","2018",3.09,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y45","45 anni","2019","2019",3.22,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y45","45 anni","2020","2020",3.02,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y45","45 anni","2021","2021",2.94,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y46","46 anni","2000","2000",0.46,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y46","46 anni","2001","2001",0.45,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y46","46 anni","2002","2002",0.34,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y46","46 anni","2003","2003",0.53,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y46","46 anni","2004","2004",0.51,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y46","46 anni","2005","2005",0.53,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y46","46 anni","2006","2006",0.63,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y46","46 anni","2007","2007",0.73,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y46","46 anni","2008","2008",0.79,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y46","46 anni","2009","2009",0.87,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y46","46 anni","2010","2010",0.99,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y46","46 anni","2011","2011",1.11,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y46","46 anni","2012","2012",1.34,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y46","46 anni","2013","2013",1.38,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y46","46 anni","2014","2014",1.51,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y46","46 anni","2015","2015",1.53,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y46","46 anni","2016","2016",1.74,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y46","46 anni","2017","2017",1.73,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y46","46 anni","2018","2018",2.04,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y46","46 anni","2019","2019",1.92,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y46","46 anni","2020","2020",1.92,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y46","46 anni","2021","2021",1.77,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y47","47 anni","2000","2000",0.21,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y47","47 anni","2001","2001",0.25,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y47","47 anni","2002","2002",0.15,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y47","47 anni","2003","2003",0.22,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y47","47 anni","2004","2004",0.24,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y47","47 anni","2005","2005",0.25,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y47","47 anni","2006","2006",0.26,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y47","47 anni","2007","2007",0.37,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y47","47 anni","2008","2008",0.38,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y47","47 anni","2009","2009",0.51,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y47","47 anni","2010","2010",0.55,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y47","47 anni","2011","2011",0.66,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y47","47 anni","2012","2012",0.74,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y47","47 anni","2013","2013",0.83,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y47","47 anni","2014","2014",0.9,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y47","47 anni","2015","2015",0.95,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y47","47 anni","2016","2016",0.93,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y47","47 anni","2017","2017",1.09,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y47","47 anni","2018","2018",1.17,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y47","47 anni","2019","2019",1.11,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y47","47 anni","2020","2020",1.1,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y47","47 anni","2021","2021",1.06,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y48","48 anni","2000","2000",0.15,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y48","48 anni","2001","2001",0.12,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y48","48 anni","2002","2002",0.12,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y48","48 anni","2003","2003",0.15,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y48","48 anni","2004","2004",0.15,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y48","48 anni","2005","2005",0.12,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y48","48 anni","2006","2006",0.16,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y48","48 anni","2007","2007",0.18,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y48","48 anni","2008","2008",0.23,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y48","48 anni","2009","2009",0.38,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y48","48 anni","2010","2010",0.29,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y48","48 anni","2011","2011",0.39,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y48","48 anni","2012","2012",0.43,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y48","48 anni","2013","2013",0.46,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y48","48 anni","2014","2014",0.45,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y48","48 anni","2015","2015",0.41,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y48","48 anni","2016","2016",0.59,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y48","48 anni","2017","2017",0.66,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y48","48 anni","2018","2018",0.62,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y48","48 anni","2019","2019",0.75,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y48","48 anni","2020","2020",0.76,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y48","48 anni","2021","2021",0.61,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y49","49 anni","2000","2000",0.09,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y49","49 anni","2001","2001",0.11,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y49","49 anni","2002","2002",0.07,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y49","49 anni","2003","2003",0.12,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y49","49 anni","2004","2004",0.08,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y49","49 anni","2005","2005",0.11,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y49","49 anni","2006","2006",0.11,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y49","49 anni","2007","2007",0.18,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y49","49 anni","2008","2008",0.15,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y49","49 anni","2009","2009",0.19,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y49","49 anni","2010","2010",0.19,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y49","49 anni","2011","2011",0.25,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y49","49 anni","2012","2012",0.29,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y49","49 anni","2013","2013",0.34,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y49","49 anni","2014","2014",0.34,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y49","49 anni","2015","2015",0.34,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y49","49 anni","2016","2016",0.36,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y49","49 anni","2017","2017",0.4,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y49","49 anni","2018","2018",0.43,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y49","49 anni","2019","2019",0.47,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y49","49 anni","2020","2020",0.43,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y49","49 anni","2021","2021",0.4,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","TOTAL","totale","2000","2000",1.26,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","TOTAL","totale","2001","2001",1.25,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y_GE50","50 anni e più","2000","2000",0.34,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y_GE50","50 anni e più","2001","2001",0.24,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y_GE50","50 anni e più","2002","2002",0.18,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y_GE50","50 anni e più","2003","2003",0.2,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y_GE50","50 anni e più","2004","2004",0.25,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y_GE50","50 anni e più","2005","2005",0.3,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y_GE50","50 anni e più","2006","2006",0.25,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y_GE50","50 anni e più","2007","2007",0.36,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y_GE50","50 anni e più","2008","2008",0.28,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y_GE50","50 anni e più","2009","2009",0.4,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y_GE50","50 anni e più","2010","2010",0.47,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y_GE50","50 anni e più","2011","2011",0.51,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y_GE50","50 anni e più","2012","2012",0.6,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y_GE50","50 anni e più","2013","2013",0.67,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y_GE50","50 anni e più","2014","2014",0.69,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y_GE50","50 anni e più","2015","2015",0.63,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y_GE50","50 anni e più","2016","2016",0.7,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y_GE50","50 anni e più","2017","2017",0.79,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y_GE50","50 anni e più","2018","2018",0.83,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y_GE50","50 anni e più","2019","2019",0.94,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y_GE50","50 anni e più","2020","2020",0.9,,
"IT","Italia","ASFR","tasso di fecondità specifica per età della madre","Y_GE50","50 anni e più","2021","2021",0.85,,
