"Year","Region","Max","MaxDomain","Emigrations","Immigrations","Dropouts","Women.enrolled","Employment.rate","Unemployment.rate","Abortions.2529","Abortions.3034","Area"
"2002","Abruzzo",89.1297495940513,30.8243243243243,8.0434991011633,9.74308878161477,NA,NA,59.209619,8.866168,NA,NA,"Sud"
"2002","Basilicata",93.7141831149914,30.2627627627628,7.32503437430393,5.78828108383311,NA,NA,49.609119,13.354153,NA,NA,"Sud"
"2002","Calabria",87.379591599176,28.8852852852853,9.7927232799767,7.80207002840874,NA,NA,45.279067,17.774962,NA,NA,"Sud"
"2002","Campania",103.108678067755,29.0570570570571,11.2724962026063,8.86139240928273,NA,NA,45.470752,17.570552,NA,NA,"Sud"
"2002","Emilia_Romagna",87.2767197605689,30.64998331665,10.612084001361,15.1927591718173,NA,NA,69.871623,2.543064,NA,NA,"Centro"
"2002","Friuli_Venezia_Giulia",83.8862261230194,31.1051051051051,10.2046656025552,13.7999667430002,NA,NA,63.819482,4.373561,NA,NA,"Nord"
"2002","Lazio",89.1675792052719,30.4312312312312,8.72037755410888,10.2489300542833,NA,NA,55.606285,8.380814,NA,NA,"Centro"
"2002","Liguria",82.1134753280131,31.1051051051051,10.3854913409657,12.1732163510284,NA,NA,61.708131,7.475302,NA,NA,"Nord"
"2002","Lombardia",93.5631842080554,30.7945945945946,12.1444880615911,14.7698189122782,NA,NA,64.662192,3.344505,NA,NA,"Nord"
"2002","Marche",93.4018295062976,30.6162162162162,7.85103752340181,11.9917738454245,NA,NA,63.625944,4.950542,NA,NA,"Centro"
"2002","Molise",91.3089121588954,30.8408408408408,7.74102876417127,8.88534932383897,NA,NA,53.277885,8.836002,NA,NA,"Centro"
"2002","Piemonte",87.3964027057686,30.6963213213213,12.5500210552502,14.0232713924428,NA,NA,62.380618,6.382212,NA,NA,"Nord"
"2002","Puglia",95.2672335527162,29.6186186186186,7.28655301796158,5.89012742576282,NA,NA,46.226022,13.311384,NA,NA,"Sud"
"2002","Sardegna",72.9558083099724,32.0960960960961,7.9589988736224,7.90206649799632,NA,NA,52.37151,13.480634,NA,NA,"Sud"
"2002","Sicilia",97.8259991249159,28.9322655989323,8.88324576742403,7.24666448976568,NA,NA,43.883753,20.585492,NA,NA,"Sud"
"2002","Toscana",86.309213887329,30.7623873873874,9.41593988641108,12.4303072582192,NA,NA,64.193488,4.050434,NA,NA,"Centro"
"2002","Trentino_Alto_Adige",108.47807009246,30.1966966966967,9.08736806032987,11.6470881215452,NA,NA,66.329633,3.285258,NA,NA,"Nord"
"2002","Umbria",89.8145319991311,30.5105105105105,7.0926775892788,10.7693760167325,NA,NA,62.276583,7.087427,NA,NA,"Centro"
"2002","Valle_d_Aosta",89.0687679371512,30.8078078078078,31.5449906574945,35.2786412729268,NA,NA,70.692094,2.554935,NA,NA,"Nord"
"2002","Veneto",92.8117211061334,30.991848991849,10.4627198654298,13.3740200932106,NA,NA,63.882951,4.428281,NA,NA,"Nord"
"2003","Abruzzo",90.9719960911564,30.9399399399399,7.95182832886174,10.9541168461219,NA,NA,57.992025,8.147338,NA,NA,"Sud"
"2003","Basilicata",92.3676027293893,30.4114114114114,7.42958225608926,6.59130577940393,NA,NA,49.627829,13.296563,NA,NA,"Sud"
"2003","Calabria",90.4772263544537,29.3675675675676,10.181586154787,9.73533416643039,NA,NA,45.207959,16.342139,NA,NA,"Sud"
"2003","Campania",102.639123269465,29.5591591591592,11.1299000175814,10.2747058100725,NA,NA,45.770024,16.644636,NA,NA,"Sud"
"2003","Emilia_Romagna",86.5459985443355,30.9289289289289,10.2667164051472,16.3690330864173,NA,NA,69.556678,3.061929,NA,NA,"Centro"
"2003","Friuli_Venezia_Giulia",87.6400542273817,31.0968468468468,10.4503823208134,14.8248046382657,NA,NA,63.120501,5.065655,NA,NA,"Nord"
"2003","Lazio",91.1191282335139,30.5831831831832,8.58299131921067,11.7059117008136,NA,NA,57.167067,9.189365,NA,NA,"Centro"
"2003","Liguria",84.0210593197091,31.2454954954955,9.94150592433457,13.6830096805687,NA,NA,60.46597,6.524995,NA,NA,"Nord"
"2003","Lombardia",94.5749573079146,31.157957957958,11.9114386837248,16.0499961738746,NA,NA,65.262489,3.561449,NA,NA,"Nord"
"2003","Marche",91.4191972396493,30.9333333333333,8.34981694989345,14.3813179607672,NA,NA,64.098366,4.62617,NA,NA,"Centro"
"2003","Molise",89.4117974148714,31.3198198198198,7.82131274950762,8.92562293019873,NA,NA,51.790901,10.590351,NA,NA,"Centro"
"2003","Piemonte",88.2298541451425,31.0927177177177,12.1345746013746,16.3102829043323,NA,NA,62.90419,5.416458,NA,NA,"Nord"
"2003","Puglia",95.8131456770609,30.037037037037,7.15458174714598,6.34635599050263,NA,NA,45.416346,14.958621,NA,NA,"Sud"
"2003","Sardegna",75.9449204002642,32.248048048048,8.08304479612863,8.58804362278144,NA,NA,51.229849,14.030383,NA,NA,"Sud"
"2003","Sicilia",98.4401354018854,29.4387721054388,8.60230515629185,7.80027349311937,NA,NA,43.255634,20.028732,NA,NA,"Sud"
"2003","Toscana",85.8497809367061,31.3776276276276,9.36551187453978,14.2912890629336,NA,NA,63.786271,4.861212,NA,NA,"Centro"
"2003","Trentino_Alto_Adige",106.966133825456,30.5930930930931,9.71281851205509,13.4430672058459,NA,NA,67.184472,2.801879,NA,NA,"Nord"
"2003","Umbria",85.7408112155787,31.0885885885886,7.40105134450788,13.366131687639,NA,NA,60.965668,6.529581,NA,NA,"Centro"
"2003","Valle_d_Aosta",91.8208834550449,30.1801801801802,30.3630911341302,38.5768754724504,NA,NA,67.52281,3.490813,NA,NA,"Nord"
"2003","Veneto",91.7491606200087,31.1381381381381,10.9854024917529,16.0429905505567,NA,NA,64.684469,3.905476,NA,NA,"Nord"
"2004","Abruzzo",91.0739558080455,31.0390390390391,8.13790708696149,10.6660264120664,10.8,NA,56.405738,7.691624,NA,NA,"Sud"
"2004","Basilicata",92.9054860939809,30.3453453453454,7.12020924971195,6.07396068998579,12.7,NA,49.12993,12.874522,NA,NA,"Sud"
"2004","Calabria",91.4028084114935,29.7111111111111,10.676912941487,8.28192784453841,18.9,NA,46.153608,14.04009,NA,NA,"Sud"
"2004","Campania",103.72097223288,29.7177177177177,11.2283106464849,10.5000819165721,25.5,NA,45.234163,15.416607,NA,NA,"Sud"
"2004","Emilia_Romagna",89.5763982828471,31.1418084751418,11.6185427763195,17.6715865494886,18.3,NA,68.34824,3.69484,NA,NA,"Centro"
"2004","Friuli_Venezia_Giulia",89.4752480749304,31.5675675675676,11.3266122392344,15.2181708604544,13.3,NA,62.59793,3.973554,NA,NA,"Nord"
"2004","Lazio",91.3108027666781,30.8474474474475,8.44025206224508,12.3092632990754,13.6,NA,58.730303,7.88517,NA,NA,"Centro"
"2004","Liguria",86.312200020476,30.9977477477477,10.5524155863972,14.181739578234,11.1,NA,60.61671,5.847204,NA,NA,"Nord"
"2004","Lombardia",98.3476426665703,30.9696696696697,13.1942864561741,18.1388109076349,17.7,NA,65.499906,4.065762,NA,NA,"Nord"
"2004","Marche",93.60030785015,31.4156156156156,9.41477991625245,14.0318327101554,15.1,NA,63.947693,5.329693,NA,NA,"Centro"
"2004","Molise",89.6217963152349,30.9564564564565,8.33752134324305,8.6815104304858,10.2,NA,52.110124,11.104145,NA,NA,"Centro"
"2004","Piemonte",88.8015598693903,31.3074324324324,13.0803393094112,15.688014093611,18.5,NA,63.460613,5.340348,NA,NA,"Nord"
"2004","Puglia",98.2337584061661,30.2517517517517,6.98877601372644,5.94229115843722,26.5,NA,45.103047,15.272628,NA,NA,"Sud"
"2004","Sardegna",74.2622647454754,32.4990990990991,7.99670637491413,8.35543255440079,21,NA,51.487866,13.673436,NA,NA,"Sud"
"2004","Sicilia",99.3421474302918,29.7397397397397,9.03321755633856,7.98441340403854,25.7,NA,43.328926,17.054446,NA,NA,"Sud"
"2004","Toscana",89.1395211241627,31.518018018018,10.2236859890853,14.5474483678376,15.3,NA,63.285152,5.193216,NA,NA,"Centro"
"2004","Trentino_Alto_Adige",113.296414671929,30.7087087087087,10.2712470603947,14.1336850078563,17,NA,67.377737,2.938702,NA,NA,"Nord"
"2004","Umbria",94.8142881692194,31.1546546546546,8.13267932938064,12.9405349796683,11.2,NA,61.382572,5.783741,NA,NA,"Centro"
"2004","Valle_d_Aosta",94.1919795433573,30.8078078078078,32.7055188508694,39.4898596456628,18.3,NA,67.155984,2.987054,NA,NA,"Nord"
"2004","Veneto",95.7132790540884,31.4495924495924,11.9186767832856,16.0647512067622,14.5,NA,64.395253,4.313161,NA,NA,"Nord"
"2005","Abruzzo",94.1079716001831,31.3198198198198,8.46439090180918,10.9636975132016,13.4,NA,57.058134,7.873179,NA,NA,"Sud"
"2005","Basilicata",88.5684351012206,31.1051051051051,7.35150079654745,5.64208467847299,13.8,NA,49.164227,12.292192,NA,NA,"Sud"
"2005","Calabria",91.3502278627261,29.7903903903904,9.82265802622153,7.62941466154826,16.5,NA,44.51882,14.244125,NA,NA,"Sud"
"2005","Campania",99.8318102829774,29.8960960960961,11.1783590447004,9.45006901700683,24.8,NA,44.046371,14.895535,NA,NA,"Sud"
"2005","Emilia_Romagna",89.5750586995077,31.1454788121455,11.7097729157712,16.8323959777456,16.2,NA,68.431049,3.889453,NA,NA,"Centro"
"2005","Friuli_Venezia_Giulia",85.118237222043,31.6418918918919,11.7451200732509,14.6428601157032,12,NA,63.158531,4.174618,NA,NA,"Nord"
"2005","Lazio",89.6198764673755,31.0126126126126,9.85592688474971,12.1158958234386,10.3,NA,58.517031,7.731251,NA,NA,"Centro"
"2005","Liguria",87.823064004533,31.4519519519519,10.2529841270444,12.7484716372698,14.7,NA,60.968326,5.771429,NA,NA,"Nord"
"2005","Lombardia",97.9020984074536,31.3198198198198,12.8656476163287,16.1146945080208,17.8,NA,65.507266,4.1184,NA,NA,"Nord"
"2005","Marche",92.3598774861856,31.3891891891892,9.68667265419733,13.6238424274816,17.8,NA,63.456019,4.850808,NA,NA,"Centro"
"2005","Molise",90.7508726213831,31.3528528528528,8.33333333333333,8.4240354301156,10.2,NA,51.209601,9.88251,NA,NA,"Centro"
"2005","Piemonte",88.5786272117255,31.3156906906907,12.7303018378401,14.6247647909224,16,NA,63.975641,4.708072,NA,NA,"Nord"
"2005","Puglia",93.6054680806442,30.0810810810811,6.90032182299834,5.84859201203106,24.7,NA,44.392908,14.556307,NA,NA,"Sud"
"2005","Sardegna",74.3940910633849,32.7765765765766,8.05602171103897,8.61760675367693,23.4,NA,51.39736,12.798763,NA,NA,"Sud"
"2005","Sicilia",98.6856315726071,29.6736736736737,8.53278119465516,7.79443880221158,26,NA,44.083838,16.100755,NA,NA,"Sud"
"2005","Toscana",87.2553229951931,31.5634384384384,10.2997902637396,13.7961591802551,10.7,NA,63.712367,5.351915,NA,NA,"Centro"
"2005","Trentino_Alto_Adige",112.237809544704,30.6426426426426,10.4163659533403,14.0834876422288,13.8,NA,67.003891,3.168836,NA,NA,"Nord"
"2005","Umbria",91.4305185334383,31.5015015015015,8.28149602129507,12.8064638362671,14,NA,61.62181,5.990899,NA,NA,"Centro"
"2005","Valle_d_Aosta",89.0888515678934,32.2282282282282,32.3846285393204,39.3423399213349,17.8,NA,66.418148,3.213451,NA,NA,"Nord"
"2005","Veneto",93.4986162143333,31.3788073788074,11.9768535769703,15.0910365793399,15,NA,64.628422,4.248014,NA,NA,"Nord"
"2006","Abruzzo",91.7570125647853,31.7244744744745,8.89126751064773,10.5867057901824,11.6,NA,57.648983,6.565144,NA,NA,"Sud"
"2006","Basilicata",92.0203689094301,31.4684684684685,7.54874930309721,5.50133788388964,9.4,NA,50.233962,10.569109,NA,NA,"Sud"
"2006","Calabria",92.6136215069018,30.5567567567567,10.1108504250864,7.89202553041197,17.4,NA,45.448289,12.761693,NA,NA,"Sud"
"2006","Campania",99.3887246435883,30.1537537537538,11.2636266771512,9.4380436334752,25.4,NA,44.115417,12.843292,NA,NA,"Sud"
"2006","Emilia_Romagna",92.2355174256366,30.9766433099767,12.2558810621523,17.0880433996696,12.6,NA,69.373354,3.388126,NA,NA,"Centro"
"2006","Friuli_Venezia_Giulia",90.9550092719837,31.5840840840841,11.8521607379005,15.0253188110127,17.6,NA,64.777175,3.473435,NA,NA,"Nord"
"2006","Lazio",94.6439649891097,31.3495495495495,8.99466077027631,11.5226705509372,9.5,NA,59.381312,7.524535,NA,NA,"Centro"
"2006","Liguria",89.8750660335524,31.6336336336337,10.7680435195142,13.1724966791068,14.7,NA,62.097453,4.797384,NA,NA,"Nord"
"2006","Lombardia",100.006170128763,31.2801801801802,14.0078565104233,16.8722355028003,13.3,NA,66.515105,3.703397,NA,NA,"Nord"
"2006","Marche",95.7547929304211,31.3297297297297,9.78193490739341,13.0190539792834,15.2,NA,64.356587,4.557197,NA,NA,"Centro"
"2006","Molise",83.5462785951449,32.2777777777778,8.4245035358547,8.93384246291435,11.4,NA,52.350752,9.870526,NA,NA,"Centro"
"2006","Piemonte",89.9366951043177,30.9358108108108,13.0952843708735,14.8382653240548,15.8,NA,64.711293,4.083527,NA,NA,"Nord"
"2006","Puglia",93.6945837430372,30.5545545545545,7.03387949025354,5.75798390637874,22.4,NA,45.678762,12.61973,NA,NA,"Sud"
"2006","Sardegna",76.0047807648575,32.6048048048048,8.36754676580941,9.05648965915008,22.2,NA,52.101609,10.746717,NA,NA,"Sud"
"2006","Sicilia",96.6936511131093,29.9232565899233,8.75776523199579,7.80911819100322,24.5,NA,45.017808,13.407173,NA,NA,"Sud"
"2006","Toscana",89.5710871016004,31.6336336336336,10.5147305183927,13.7267593750035,12.9,NA,64.680172,4.841187,NA,NA,"Centro"
"2006","Trentino_Alto_Adige",110.144827205082,30.9069069069069,10.9397366635548,14.3391336730894,12.4,NA,67.39433,2.828854,NA,NA,"Nord"
"2006","Umbria",93.2337274904794,30.8903903903904,8.53855099905909,11.7666310172929,12.2,NA,62.789249,5.068113,NA,NA,"Centro"
"2006","Valle_d_Aosta",98.1283201167755,32.1291291291291,33.8568625392647,37.2128327909625,15.3,NA,67.015267,2.935949,NA,NA,"Nord"
"2006","Veneto",96.8838390050649,31.5062205062205,12.4951377647476,15.2466533383385,12.3,NA,65.281598,4.086374,NA,NA,"Nord"
"2007","Abruzzo",93.3698452854679,31.5262762762763,9.07154076471872,13.598289418592,10.4,NA,57.933096,6.161378,NA,NA,"Sud"
"2007","Basilicata",89.82548535871,31.6336336336337,7.51912516132992,7.22996738450312,9.3,NA,49.530199,9.432953,NA,NA,"Sud"
"2007","Calabria",90.9021122182497,30.1801801801802,9.5518264528735,10.7229592020435,18.1,NA,44.8543,11.129754,NA,NA,"Sud"
"2007","Campania",99.6662952872555,30.1339339339339,11.5977020125513,10.5007350514536,28.4,NA,43.666479,11.176395,NA,NA,"Sud"
"2007","Emilia_Romagna",94.6523476510904,31.2335669002336,12.1992610654836,18.5919814710942,13,NA,70.186629,2.849363,NA,NA,"Centro"
"2007","Friuli_Venezia_Giulia",92.6063948509261,31.7244744744745,12.2688783491843,17.1599082880154,8.8,NA,65.386883,3.403962,NA,NA,"Nord"
"2007","Lazio",93.9324635371215,31.0918918918919,8.43648299648558,13.305343730867,8.3,NA,59.514091,6.384626,NA,NA,"Centro"
"2007","Liguria",89.5738737828996,31.8318318318318,10.9614413839958,13.96862629,13.8,NA,63.469979,4.824058,NA,NA,"Nord"
"2007","Lombardia",101.946579642577,31.2009009009009,13.6149755379317,17.5081251303472,12.7,NA,66.669971,3.399884,NA,NA,"Nord"
"2007","Marche",95.2752162631263,31.6336336336336,9.66510851264041,15.467303633136,13.2,NA,64.809829,4.111038,NA,NA,"Centro"
"2007","Molise",92.2736049879012,31.1216216216216,8.49002795135771,10.0889590561454,11.7,NA,53.593595,8.062333,NA,NA,"Centro"
"2007","Piemonte",92.8215408344998,31.3404654654654,13.6646897435171,18.9193356832229,14.3,NA,64.865765,4.201828,NA,NA,"Nord"
"2007","Puglia",95.361137886851,30.5655655655655,6.94866713987145,6.68332741827359,21.4,NA,46.59317,11.088739,NA,NA,"Sud"
"2007","Sardegna",77.0137431740202,32.8426426426427,8.37027677760655,9.83413793355292,16.7,NA,52.77565,9.811813,NA,NA,"Sud"
"2007","Sicilia",95.4946537689691,30.4407741074408,8.82950614911606,9.18095855751986,22.7,NA,44.554316,12.89701,NA,NA,"Sud"
"2007","Toscana",91.323272007321,31.8194444444444,10.4876792449695,15.9103622839229,12.7,NA,64.659712,4.361926,NA,NA,"Centro"
"2007","Trentino_Alto_Adige",110.867275564504,31.0225225225226,11.1186361182823,15.8502932394212,13.3,NA,67.954472,2.747221,NA,NA,"Nord"
"2007","Umbria",101.347627143854,31.2372372372373,9.02321476187316,15.7746734714552,9.7,NA,64.559449,4.618093,NA,NA,"Centro"
"2007","Valle_d_Aosta",99.9041024243639,30.2132132132132,37.9184184344812,42.3312686543214,15.2,NA,68.187126,3.171709,NA,NA,"Nord"
"2007","Veneto",96.9406392639108,31.6808236808237,12.5212080009841,17.4376029541498,11.5,NA,65.694713,3.367744,NA,NA,"Nord"
"2008","Abruzzo",95.916828122388,31.6831831831832,9.40588283292928,13.0446951019098,15,57.4833447481477,58.807944,6.617431,NA,NA,"Sud"
"2008","Basilicata",93.306472495305,31.5840840840841,7.39575459867291,6.36793136925368,8.7,57.4064762670957,49.611858,10.992651,NA,NA,"Sud"
"2008","Calabria",91.8900648284771,30.1735735735736,9.63827904765225,9.28811404565889,15.5,57.3900403089737,44.02132,12.013911,NA,NA,"Sud"
"2008","Campania",99.9133242439936,30.5237237237237,11.9992497897596,10.5303934541564,25.8,56.9877040084045,42.398161,12.544476,NA,NA,"Sud"
"2008","Emilia_Romagna",96.4369284431791,30.9876543209877,12.0385490897608,19.2466175827535,11.8,55.8904903309915,70.159335,3.185249,NA,NA,"Centro"
"2008","Friuli_Venezia_Giulia",94.2628738408874,31.7987987987988,11.7608102811778,16.2776003464088,12.2,55.0654774466573,65.184613,4.263738,NA,NA,"Nord"
"2008","Lazio",95.9588276787879,31.3363363363363,10.5467731798792,15.0843620979568,10.6,55.877029002298,60.228552,7.466821,NA,NA,"Centro"
"2008","Liguria",93.1843312645216,31.5758258258259,10.9962493266281,15.0772143592879,9.8,55.8267284693228,63.643494,5.355984,NA,NA,"Nord"
"2008","Lombardia",104.283647032438,31.2636636636637,13.0594694371208,16.9507948377495,15.1,55.2697985110131,66.913999,3.696468,NA,NA,"Nord"
"2008","Marche",98.5681675724344,31.5807807807808,10.1666979178823,15.3459640694065,13.8,57.2126942245676,64.709191,4.654408,NA,NA,"Centro"
"2008","Molise",87.3063776328121,31.8483483483484,8.58095367015366,9.98183575365882,12.6,57.1729676961306,54.117248,9.134434,NA,NA,"Centro"
"2008","Piemonte",92.791632025457,31.2826576576577,13.1260249185859,17.0458344394672,17.3,55.7625169079029,65.188535,5.079194,NA,NA,"Nord"
"2008","Puglia",96.0102056639463,30.9289289289289,7.1432711967153,6.60476257379808,18.7,58.156157746153,46.579133,11.602327,NA,NA,"Sud"
"2008","Sardegna",77.2646033075346,33.2456456456457,8.92558054355881,10.0650189380847,18.3,61.3825076893611,52.325067,12.178994,NA,NA,"Sud"
"2008","Sicilia",96.2113597539492,30.3233233233233,8.95337009860115,9.0811221607164,23,58.3415998173263,44.146778,13.689715,NA,NA,"Sud"
"2008","Toscana",92.8006356323395,31.7575075075075,10.254666753603,14.8719159756966,13,56.0315457413249,65.25311,5.040445,NA,NA,"Centro"
"2008","Trentino_Alto_Adige",111.877243262284,31.2702702702702,11.0016579344791,15.3035038214342,13.1,57.6006881338531,68.518151,2.794996,NA,NA,"Nord"
"2008","Umbria",98.1764018691529,31.5345345345345,8.82042702614507,14.6055718845729,12.6,57.3940086316324,65.29967,4.764511,NA,NA,"Centro"
"2008","Valle_d_Aosta",113.870859918072,30.1471471471471,35.483614254564,39.3608047239332,19.1,58.3702104695089,67.843837,3.311833,NA,NA,"Nord"
"2008","Veneto",101.298657791171,31.5298155298155,11.8214068125058,16.3733079347181,13.3,55.3154677227114,66.448394,3.442695,NA,NA,"Nord"
"2009","Abruzzo",92.1086595393831,31.8070570570571,9.18777474927887,11.0442117972262,11.7,58.0031488614937,55.722508,7.957827,NA,NA,"Sud"
